                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.2426,                 3.4109,                 2.5811,                0.00486,                0.26225,                0.00458,                0.00127,                 3.3379,                 3.6827,                 2.7558,             0.00065537,             0.00065537,             0.00065537
                      2,                  3.166,                 3.2092,                 2.4522,                0.00504,                0.27205,                0.00619,                0.00167,                  3.484,                 3.6705,                 2.9481,              0.0013133,              0.0013133,              0.0013133
                      3,                 3.1497,                 3.1708,                 2.4307,                0.00629,                0.20115,                 0.0034,                0.00095,                  3.397,                 4.2901,                 2.7529,              0.0019624,              0.0019624,              0.0019624
                      4,                 3.1606,                 3.1875,                 2.4792,                0.02435,                0.07493,                 0.0078,                0.00191,                 3.3353,                 3.9177,                 2.7225,              0.0019604,              0.0019604,              0.0019604
                      5,                 3.1447,                 3.1702,                 2.4489,                0.00773,                0.19193,                0.00673,                0.00189,                 3.5192,                 3.8801,                 2.9209,              0.0019604,              0.0019604,              0.0019604
                      6,                 3.1381,                 3.1467,                 2.4567,                0.02215,                0.03631,                0.00552,                0.00145,                  3.424,                 4.3245,                 2.7621,              0.0019472,              0.0019472,              0.0019472
                      7,                 3.0859,                 3.1255,                 2.4264,                0.01638,                0.25187,                 0.0177,                0.00434,                 3.1811,                 3.3459,                 2.7024,               0.001934,               0.001934,               0.001934
                      8,                  3.062,                 3.1044,                  2.447,                0.00923,                0.23689,                 0.0062,                 0.0017,                 3.2731,                 3.6211,                 2.7389,              0.0019208,              0.0019208,              0.0019208
                      9,                 3.0249,                  3.091,                 2.4091,                0.00732,                0.35101,                0.01017,                0.00256,                 3.1592,                 3.6629,                 2.5795,              0.0019076,              0.0019076,              0.0019076
                     10,                 3.0053,                 3.0972,                 2.3863,                0.00651,                0.33372,                0.01076,                0.00294,                 3.1372,                 3.3145,                 2.7456,              0.0018944,              0.0018944,              0.0018944
                     11,                 2.9244,                 3.0796,                 2.3636,                0.00732,                0.23228,                0.00658,                0.00169,                 3.4273,                 3.5092,                 2.7133,              0.0018812,              0.0018812,              0.0018812
                     12,                 2.9576,                 3.0759,                 2.3756,                0.01001,                0.30663,                0.01087,                 0.0027,                 3.1111,                  3.396,                 2.5878,               0.001868,               0.001868,               0.001868
                     13,                 2.8929,                 3.0844,                  2.355,                0.01387,                0.19885,                0.00783,                0.00223,                 3.1642,                 3.3251,                 2.6631,              0.0018548,              0.0018548,              0.0018548
                     14,                 2.9091,                 3.0539,                 2.3436,                 0.0076,                0.35159,                0.01049,                0.00284,                 3.1113,                  3.345,                 2.5982,              0.0018416,              0.0018416,              0.0018416
                     15,                  2.887,                  3.043,                  2.342,                0.00704,                0.35965,                0.00962,                0.00254,                 3.0989,                 3.3027,                 2.5521,              0.0018284,              0.0018284,              0.0018284
                     16,                 2.8653,                 3.0221,                 2.3377,                0.01769,                0.27147,                0.01351,                0.00337,                 3.0897,                 3.3404,                 2.6589,              0.0018152,              0.0018152,              0.0018152
                     17,                 2.8279,                 3.0223,                 2.3275,                 0.0161,                0.22075,                0.01091,                  0.003,                 2.9918,                 3.4245,                  2.659,               0.001802,               0.001802,               0.001802
                     18,                 2.8101,                 3.0534,                 2.3375,                0.03459,                0.10605,                0.01742,                0.00592,                 3.0489,                 3.2595,                 2.6671,              0.0017888,              0.0017888,              0.0017888
                     19,                 2.7966,                 3.0139,                 2.3287,                0.01683,                0.22421,                 0.0112,                0.00322,                 3.0687,                 3.4126,                 2.6278,              0.0017756,              0.0017756,              0.0017756
                     20,                  2.794,                  3.003,                 2.2877,                 0.0074,                0.39424,                0.01726,                0.00536,                 2.9451,                 3.3894,                 2.6941,              0.0017624,              0.0017624,              0.0017624
                     21,                 2.7645,                 3.0101,                 2.2994,                 0.0208,                0.23919,                0.01737,                0.00488,                 2.9615,                 3.2339,                 2.6628,              0.0017492,              0.0017492,              0.0017492
                     22,                 2.7615,                 3.0415,                 2.3045,                0.01662,                0.23758,                0.01331,                0.00404,                 2.9891,                 3.2436,                 2.6482,               0.001736,               0.001736,               0.001736
                     23,                  2.787,                 3.0151,                 2.2967,                0.02002,                0.29625,                0.01876,                0.00545,                  2.951,                  3.174,                 2.5979,              0.0017228,              0.0017228,              0.0017228
                     24,                 2.7603,                 2.9872,                  2.289,                0.00787,                0.35965,                0.01138,                0.00344,                 2.9848,                 3.3591,                 2.6324,              0.0017096,              0.0017096,              0.0017096
                     25,                 2.7744,                 3.0077,                 2.2731,                0.01971,                    0.2,                0.01563,                0.00492,                  2.916,                 3.1796,                 2.6245,              0.0016964,              0.0016964,              0.0016964
                     26,                  2.737,                 2.9636,                 2.2868,                0.02068,                0.26225,                0.02086,                0.00544,                  2.942,                 3.3095,                 2.5133,              0.0016832,              0.0016832,              0.0016832
                     27,                 2.7209,                 2.9434,                  2.249,                0.04968,                0.10212,                0.02673,                0.00901,                 2.8652,                 3.1848,                 2.5599,                0.00167,                0.00167,                0.00167
                     28,                 2.6975,                 2.9332,                 2.2281,                0.04125,                0.04957,                0.01533,                0.00458,                 2.9376,                 3.1258,                  2.542,              0.0016568,              0.0016568,              0.0016568
                     29,                 2.7198,                 2.9379,                 2.2384,                  0.051,                 0.0611,                0.02214,                0.00745,                 2.9442,                 3.1925,                 2.6388,              0.0016436,              0.0016436,              0.0016436
                     30,                 2.7522,                 2.9167,                 2.2362,                 0.0206,                0.30202,                0.02284,                0.00665,                 2.9315,                 3.1379,                 2.5471,              0.0016304,              0.0016304,              0.0016304
                     31,                 2.7105,                  2.953,                 2.2535,                0.02228,                0.30663,                0.01756,                0.00462,                 2.9753,                 3.2746,                 2.4663,              0.0016172,              0.0016172,              0.0016172
                     32,                 2.6913,                 2.9273,                 2.2495,                0.07716,                0.04265,                 0.0209,                0.00529,                 2.9225,                 3.1405,                 2.4908,               0.001604,               0.001604,               0.001604
                     33,                 2.6826,                  2.904,                 2.1965,                0.04304,                0.15159,                0.01958,                0.00654,                 2.8358,                 3.1424,                 2.5206,              0.0015908,              0.0015908,              0.0015908
                     34,                 2.6505,                 2.9063,                 2.2099,                0.09211,                0.04553,                 0.0244,                 0.0077,                   2.82,                 3.1169,                  2.457,              0.0015776,              0.0015776,              0.0015776
                     35,                  2.658,                 2.9102,                 2.2142,                0.06844,                0.04841,                0.02329,                0.00814,                 2.8033,                 3.1993,                  2.485,              0.0015644,              0.0015644,              0.0015644
                     36,                 2.6846,                 2.8971,                 2.1966,                0.07081,                0.04553,                0.02163,                 0.0066,                 2.8616,                 3.1353,                 2.5324,              0.0015512,              0.0015512,              0.0015512
                     37,                   2.67,                 2.9149,                 2.2057,                0.05503,                0.03573,                0.01591,                0.00454,                 2.8838,                 3.1441,                 2.4625,               0.001538,               0.001538,               0.001538
                     38,                 2.6607,                 2.9263,                 2.2079,                0.07527,                0.03516,                0.02331,                0.00816,                 2.8038,                  3.141,                 2.5387,              0.0015248,              0.0015248,              0.0015248
                     39,                 2.6639,                 2.8863,                 2.1998,                0.09762,                0.03804,                0.02375,                0.00693,                 2.8881,                 3.0958,                 2.4434,              0.0015116,              0.0015116,              0.0015116
                     40,                 2.6234,                 2.9006,                 2.2034,                0.02976,                0.25764,                0.01891,                0.00554,                 2.7906,                 3.0319,                 2.4962,              0.0014984,              0.0014984,              0.0014984
                     41,                  2.625,                 2.8432,                 2.1909,                0.07595,                 0.0536,                0.02686,                 0.0081,                   2.79,                 3.0482,                 2.4071,              0.0014852,              0.0014852,              0.0014852
                     42,                 2.6355,                 2.8283,                 2.1642,                0.08128,                 0.0513,                0.02976,                 0.0107,                 2.8055,                 3.1019,                  2.463,               0.001472,               0.001472,               0.001472
                     43,                 2.5952,                 2.8574,                 2.1748,                  0.051,                0.10538,                0.02534,                0.00869,                 2.8386,                 3.0989,                 2.5093,              0.0014588,              0.0014588,              0.0014588
                     44,                 2.6107,                 2.8216,                  2.162,                0.07646,                0.07032,                0.03009,                 0.0099,                 2.7232,                 3.0473,                 2.3903,              0.0014456,              0.0014456,              0.0014456
                     45,                 2.5864,                 2.8447,                 2.1449,                0.07954,                0.05706,                0.02481,                0.00822,                 2.8061,                 3.0684,                 2.4631,              0.0014324,              0.0014324,              0.0014324
                     46,                 2.6041,                 2.8489,                 2.1768,                0.05605,                0.06225,                0.02572,                0.00921,                 2.8225,                 3.1118,                 2.5818,              0.0014192,              0.0014192,              0.0014192
                     47,                 2.5745,                 2.8238,                 2.1494,                0.11804,                0.05476,                0.03432,                0.01015,                 2.8102,                 3.0187,                 2.4112,               0.001406,               0.001406,               0.001406
                     48,                 2.5825,                 2.8195,                 2.1598,                0.10953,                0.05418,                0.03306,                 0.0123,                  2.752,                 3.0408,                 2.4561,              0.0013928,              0.0013928,              0.0013928
                     49,                 2.5713,                 2.7857,                 2.0984,                0.08358,                0.06455,                0.03372,                0.01128,                 2.7593,                 3.0561,                 2.4227,              0.0013796,              0.0013796,              0.0013796
                     50,                 2.5674,                 2.7893,                 2.1118,                0.08512,                0.06686,                0.03039,                0.00956,                 2.7664,                 3.0578,                 2.4912,              0.0013664,              0.0013664,              0.0013664
                     51,                 2.5647,                 2.8043,                 2.1147,                0.13561,                0.03599,                 0.0327,                0.01153,                  2.763,                 3.0917,                 2.3932,              0.0013532,              0.0013532,              0.0013532
                     52,                 2.5243,                 2.7707,                 2.1167,                0.08924,                0.07666,                0.03176,                0.01068,                 2.6956,                 2.9954,                 2.4043,                0.00134,                0.00134,                0.00134
                     53,                 2.5325,                 2.7728,                 2.1112,                0.09684,                0.06744,                0.03386,                0.01104,                 2.7167,                 2.9891,                  2.345,              0.0013268,              0.0013268,              0.0013268
                     54,                 2.5363,                 2.7742,                 2.1094,                 0.0986,                0.06686,                0.03689,                0.01205,                    2.7,                 2.9982,                 2.4514,              0.0013136,              0.0013136,              0.0013136
                     55,                 2.5372,                 2.7422,                 2.1014,                0.09659,                0.07089,                0.03309,                0.01105,                 2.7021,                 2.9756,                 2.3627,              0.0013004,              0.0013004,              0.0013004
                     56,                 2.4888,                 2.7387,                 2.0755,                0.10428,                0.06974,                0.03681,                0.01353,                 2.7157,                 2.9484,                 2.3855,              0.0012872,              0.0012872,              0.0012872
                     57,                  2.511,                 2.7477,                 2.0958,                0.08587,                 0.0634,                0.03495,                0.01353,                 2.7183,                 3.0178,                 2.4255,               0.001274,               0.001274,               0.001274
                     58,                 2.5069,                 2.7367,                 2.0727,                0.10424,                0.06513,                0.03896,                0.01323,                 2.6771,                 2.9787,                 2.4145,              0.0012608,              0.0012608,              0.0012608
                     59,                 2.5046,                 2.7403,                 2.0697,                0.09575,                 0.0634,                0.03813,                0.01199,                 2.6727,                 2.9649,                  2.372,              0.0012476,              0.0012476,              0.0012476
                     60,                  2.499,                 2.7296,                 2.0859,                 0.0994,                 0.0895,                0.04088,                0.01322,                 2.6947,                 2.9316,                 2.3507,              0.0012344,              0.0012344,              0.0012344
                     61,                 2.4992,                 2.7253,                 2.0714,                0.11062,                0.07089,                0.03954,                0.01271,                 2.6932,                 2.9434,                 2.3529,              0.0012212,              0.0012212,              0.0012212
                     62,                 2.4897,                 2.6913,                 2.0649,                0.08365,                0.06225,                0.03249,                0.01062,                 2.7158,                 2.9615,                  2.401,               0.001208,               0.001208,               0.001208
                     63,                  2.459,                 2.7273,                 2.0755,                0.09974,                0.06282,                0.04034,                0.01354,                 2.6628,                 2.9294,                 2.3554,              0.0011948,              0.0011948,              0.0011948
                     64,                 2.4826,                 2.7184,                 2.0633,                0.12967,                0.07781,                0.04843,                0.01756,                 2.6522,                 2.9396,                 2.4028,              0.0011816,              0.0011816,              0.0011816
                     65,                 2.4508,                 2.6848,                 2.0568,                0.11544,                0.07567,                0.04367,                0.01681,                 2.6855,                 2.9477,                 2.3812,              0.0011684,              0.0011684,              0.0011684
                     66,                 2.4583,                 2.7065,                  2.063,                0.10532,                0.07205,                0.04153,                0.01392,                 2.6381,                 2.9358,                 2.3692,              0.0011552,              0.0011552,              0.0011552
                     67,                 2.4436,                  2.653,                 2.0311,                0.09561,                0.08415,                0.03799,                0.01302,                 2.6649,                 2.9799,                 2.3822,               0.001142,               0.001142,               0.001142
                     68,                 2.4656,                 2.6492,                 2.0428,                0.11013,                0.06628,                0.04042,                  0.013,                 2.6461,                 2.9393,                 2.3188,              0.0011288,              0.0011288,              0.0011288
                     69,                 2.4645,                 2.6865,                 2.0584,                0.12605,                0.10144,                0.04906,                0.01675,                 2.6317,                 2.8976,                 2.3147,              0.0011156,              0.0011156,              0.0011156
                     70,                 2.4152,                 2.6618,                  2.032,                0.12277,                0.08415,                0.04718,                 0.0151,                 2.6505,                 2.9082,                 2.3217,              0.0011024,              0.0011024,              0.0011024
                     71,                 2.4104,                 2.6611,                 2.0488,                0.09885,                0.08934,                0.04358,                0.01468,                 2.6077,                 2.9113,                 2.3296,              0.0010892,              0.0010892,              0.0010892
                     72,                 2.4066,                 2.6633,                 2.0352,                0.11272,                0.08934,                0.04777,                0.01778,                 2.5716,                 2.8931,                 2.3358,               0.001076,               0.001076,               0.001076
                     73,                 2.3825,                 2.6065,                 1.9811,                0.11182,                0.07781,                0.04663,                0.01493,                 2.6056,                 2.9095,                 2.3357,              0.0010628,              0.0010628,              0.0010628
                     74,                 2.4207,                 2.6344,                 2.0256,                0.12363,                0.08683,                0.05248,                0.01841,                 2.5662,                 2.8643,                  2.335,              0.0010496,              0.0010496,              0.0010496
                     75,                 2.4175,                 2.6147,                 2.0042,                0.11439,                0.09337,                0.04853,                0.01766,                 2.5932,                 2.8961,                 2.3023,              0.0010364,              0.0010364,              0.0010364
                     76,                 2.3811,                 2.6201,                 2.0059,                0.11096,                0.08646,                0.04611,                 0.0167,                 2.6421,                 2.9209,                 2.3435,              0.0010232,              0.0010232,              0.0010232
                     77,                 2.3717,                 2.6202,                 2.0228,                0.10949,                0.11643,                0.05012,                0.01694,                 2.5974,                 2.8664,                 2.3551,                0.00101,                0.00101,                0.00101
                     78,                 2.3591,                   2.62,                 1.9966,                 0.1255,                0.09049,                 0.0513,                0.01722,                 2.6064,                 2.9161,                 2.3258,              0.0009968,              0.0009968,              0.0009968
                     79,                 2.3622,                 2.5667,                 1.9949,                 0.1315,                0.10375,                0.05311,                0.01713,                 2.5724,                 2.8648,                 2.2946,              0.0009836,              0.0009836,              0.0009836
                     80,                 2.3464,                 2.5946,                 1.9839,                0.13044,                0.09164,                0.05492,                0.01965,                 2.5777,                  2.871,                 2.3316,              0.0009704,              0.0009704,              0.0009704
                     81,                 2.3333,                 2.5769,                 1.9812,                0.13339,                0.11009,                 0.0585,                0.01927,                 2.5648,                 2.8468,                 2.2854,              0.0009572,              0.0009572,              0.0009572
                     82,                 2.3341,                 2.5742,                 1.9806,                0.13219,                0.09049,                0.05589,                0.01886,                 2.5983,                 2.8297,                 2.2926,               0.000944,               0.000944,               0.000944
                     83,                 2.3446,                 2.5575,                 1.9924,                0.13211,                0.10605,                0.05404,                0.01834,                 2.5615,                 2.8348,                 2.2907,              0.0009308,              0.0009308,              0.0009308
                     84,                 2.3252,                 2.5503,                 1.9626,                0.13741,                  0.117,                0.05826,                0.01882,                 2.5834,                 2.8564,                 2.3104,              0.0009176,              0.0009176,              0.0009176
                     85,                  2.356,                 2.5466,                 1.9711,                  0.153,                0.12622,                0.06667,                0.02389,                 2.5514,                 2.8195,                 2.2785,              0.0009044,              0.0009044,              0.0009044
                     86,                 2.3448,                 2.5216,                 1.9611,                 0.1375,                0.11219,                0.05741,                0.01995,                 2.6104,                 2.8414,                  2.314,              0.0008912,              0.0008912,              0.0008912
                     87,                 2.3524,                 2.5522,                 1.9644,                0.14928,                0.10317,                 0.0625,                0.02235,                 2.5733,                 2.8241,                 2.3015,               0.000878,               0.000878,               0.000878
                     88,                 2.3266,                 2.5259,                 1.9508,                 0.1349,                0.10259,                0.06232,                0.02134,                 2.5742,                 2.8302,                 2.2698,              0.0008648,              0.0008648,              0.0008648
                     89,                 2.3249,                 2.5137,                 1.9423,                 0.1228,                0.11354,                0.05685,                0.01906,                 2.6007,                 2.8311,                 2.2776,              0.0008516,              0.0008516,              0.0008516
                     90,                 2.3189,                  2.564,                 1.9611,                0.14937,                0.11527,                0.06481,                0.02198,                 2.5136,                 2.8186,                 2.2744,              0.0008384,              0.0008384,              0.0008384
                     91,                 2.2753,                 2.5238,                 1.9429,                 0.1388,                0.11297,                0.06658,                0.02171,                 2.5118,                 2.8143,                 2.2738,              0.0008252,              0.0008252,              0.0008252
                     92,                 2.2854,                 2.5009,                 1.9636,                0.15246,                0.12219,                0.06973,                0.02419,                 2.5435,                 2.8041,                 2.2825,               0.000812,               0.000812,               0.000812
                     93,                 2.3037,                 2.4923,                 1.9456,                0.16861,                0.10836,                0.06981,                0.02571,                 2.5369,                 2.8135,                 2.2846,              0.0007988,              0.0007988,              0.0007988
                     94,                 2.2814,                 2.5003,                  1.938,                0.14562,                0.11768,                0.06856,                0.02541,                  2.524,                 2.8098,                 2.2962,              0.0007856,              0.0007856,              0.0007856
                     95,                 2.2924,                 2.4805,                 1.9135,                 0.1546,                0.11816,                0.07244,                0.02689,                 2.5298,                 2.7628,                 2.2796,              0.0007724,              0.0007724,              0.0007724
                     96,                 2.2712,                 2.4712,                 1.9309,                 0.1362,                0.12334,                0.06595,                0.02236,                 2.5667,                 2.8239,                 2.2898,              0.0007592,              0.0007592,              0.0007592
                     97,                 2.2651,                 2.4779,                  1.923,                0.15126,                 0.1245,                0.06692,                0.02265,                 2.5574,                 2.8183,                 2.2679,               0.000746,               0.000746,               0.000746
                     98,                 2.2601,                 2.4844,                 1.9247,                0.17245,                0.10281,                 0.0689,                0.02422,                 2.5401,                  2.799,                 2.2763,              0.0007328,              0.0007328,              0.0007328
                     99,                 2.2814,                 2.4552,                 1.9115,                 0.1446,                0.12565,                0.06993,                 0.0243,                 2.5343,                 2.7948,                 2.2902,              0.0007196,              0.0007196,              0.0007196
                    100,                 2.2601,                 2.4377,                 1.9087,                0.14058,                0.11527,                0.06962,                0.02437,                 2.5607,                 2.8238,                 2.2936,              0.0007064,              0.0007064,              0.0007064
                    101,                  2.251,                 2.4436,                 1.9159,                0.15548,                0.14006,                0.07642,                0.02702,                 2.5107,                  2.769,                 2.2794,              0.0006932,              0.0006932,              0.0006932
                    102,                 2.2497,                 2.4378,                 1.8965,                0.15559,                0.13602,                 0.0728,                0.02563,                 2.5472,                 2.7853,                 2.2347,                0.00068,                0.00068,                0.00068
                    103,                 2.2644,                 2.4535,                 1.9145,                0.16384,                0.14813,                0.07931,                0.02734,                 2.4979,                 2.7728,                 2.2574,              0.0006668,              0.0006668,              0.0006668
                    104,                 2.2254,                 2.4303,                 1.8875,                0.16175,                  0.117,                0.07611,                0.02585,                 2.5118,                 2.7795,                 2.2846,              0.0006536,              0.0006536,              0.0006536
                    105,                 2.2136,                 2.4429,                 1.8848,                0.16942,                0.12046,                0.07922,                0.02828,                 2.5127,                 2.7688,                 2.2767,              0.0006404,              0.0006404,              0.0006404
                    106,                 2.2381,                  2.406,                 1.8858,                0.16095,                0.13141,                0.07469,                0.02766,                 2.5214,                 2.7643,                  2.266,              0.0006272,              0.0006272,              0.0006272
                    107,                 2.2429,                 2.4057,                 1.8707,                  0.154,                0.13052,                0.07249,                 0.0253,                 2.5486,                 2.7939,                 2.2486,               0.000614,               0.000614,               0.000614
                    108,                 2.2124,                 2.3981,                 1.8771,                0.15724,                0.12795,                0.07341,                0.02675,                 2.5104,                  2.765,                 2.2823,              0.0006008,              0.0006008,              0.0006008
                    109,                 2.1878,                 2.3887,                 1.8754,                0.15857,                 0.1366,                0.07943,                0.02809,                 2.5056,                 2.7773,                  2.285,              0.0005876,              0.0005876,              0.0005876
                    110,                  2.227,                 2.4055,                 1.8808,                0.16737,                0.13314,                0.08008,                0.02876,                 2.5007,                 2.7545,                 2.2631,              0.0005744,              0.0005744,              0.0005744
                    111,                 2.2124,                 2.4005,                 1.8655,                0.16181,                0.13775,                0.08001,                0.02754,                 2.5185,                 2.7714,                 2.2613,              0.0005612,              0.0005612,              0.0005612
                    112,                 2.1848,                 2.3923,                 1.8819,                 0.1451,                 0.1487,                 0.0757,                0.02691,                 2.4733,                 2.7489,                 2.2584,               0.000548,               0.000548,               0.000548
                    113,                  2.198,                 2.3906,                 1.8549,                0.14782,                0.13545,                0.07707,                0.02829,                  2.516,                 2.7686,                 2.2457,              0.0005348,              0.0005348,              0.0005348
                    114,                 2.1996,                 2.3634,                 1.8616,                0.15219,                0.15908,                0.07864,                0.02781,                 2.4879,                 2.7571,                 2.2582,              0.0005216,              0.0005216,              0.0005216
                    115,                 2.1845,                  2.379,                 1.8576,                0.16742,                0.15216,                 0.0868,                0.03005,                  2.472,                 2.7378,                 2.2399,              0.0005084,              0.0005084,              0.0005084
                    116,                 2.1903,                 2.3497,                 1.8448,                0.15495,                0.15965,                0.08099,                0.02849,                 2.4963,                  2.725,                 2.2471,              0.0004952,              0.0004952,              0.0004952
                    117,                 2.1931,                 2.3759,                 1.8633,                0.15564,                0.15793,                0.08084,                0.02866,                 2.4787,                 2.7236,                 2.2486,               0.000482,               0.000482,               0.000482
                    118,                  2.152,                 2.3401,                 1.8232,                0.14832,                0.15965,                0.07772,                0.02747,                 2.4977,                 2.7471,                 2.2577,              0.0004688,              0.0004688,              0.0004688
                    119,                 2.1614,                 2.3511,                  1.847,                0.15159,                0.16081,                0.08371,                0.02913,                 2.4709,                 2.7323,                 2.2656,              0.0004556,              0.0004556,              0.0004556
                    120,                 2.1849,                 2.3164,                 1.8291,                0.16954,                0.15793,                0.08762,                0.03069,                 2.4798,                 2.7364,                 2.2567,              0.0004424,              0.0004424,              0.0004424
                    121,                 2.1546,                 2.3014,                 1.8253,                0.15624,                0.14986,                0.08345,                0.02951,                 2.4803,                 2.7658,                 2.2425,              0.0004292,              0.0004292,              0.0004292
                    122,                 2.1505,                 2.2696,                 1.7989,                0.17887,                0.16311,                0.09062,                0.03199,                 2.4833,                 2.7372,                 2.2343,               0.000416,               0.000416,               0.000416
                    123,                 2.1345,                 2.3119,                 1.8108,                0.17735,                0.16484,                0.09158,                0.03288,                 2.4681,                 2.7186,                 2.2449,              0.0004028,              0.0004028,              0.0004028
                    124,                  2.166,                 2.3243,                 1.8304,                0.17993,                0.16599,                0.08808,                0.03012,                 2.5011,                 2.7436,                 2.2822,              0.0003896,              0.0003896,              0.0003896
                    125,                 2.1465,                 2.3146,                 1.8298,                0.16817,                0.15043,                0.08681,                 0.0286,                  2.511,                 2.7576,                 2.2693,              0.0003764,              0.0003764,              0.0003764
                    126,                 2.1365,                 2.3031,                 1.8186,                0.16788,                0.15677,                0.08811,                0.03028,                 2.5041,                 2.7593,                 2.2639,              0.0003632,              0.0003632,              0.0003632
                    127,                 2.1371,                 2.2852,                  1.817,                0.18192,                0.16081,                0.09032,                0.03233,                 2.4995,                 2.7363,                 2.2647,                0.00035,                0.00035,                0.00035
                    128,                  2.109,                 2.2593,                  1.793,                0.20092,                0.15101,                0.09229,                0.03276,                 2.4949,                 2.7206,                 2.2597,              0.0003368,              0.0003368,              0.0003368
                    129,                 2.1381,                 2.2616,                 1.8022,                0.18327,                0.16427,                0.09745,                0.03399,                 2.4739,                 2.7243,                 2.2559,              0.0003236,              0.0003236,              0.0003236
                    130,                 2.1113,                 2.2642,                 1.8009,                 0.1813,                0.15908,                0.09043,                0.03256,                 2.4879,                 2.7334,                 2.2487,              0.0003104,              0.0003104,              0.0003104
                    131,                 2.1061,                 2.2672,                  1.802,                0.18092,                 0.1585,                0.09414,                0.03354,                  2.473,                 2.7161,                 2.2537,              0.0002972,              0.0002972,              0.0002972
                    132,                 2.0887,                 2.2723,                  1.789,                0.18925,                0.17006,                0.09956,                0.03575,                 2.4741,                 2.6981,                 2.2464,               0.000284,               0.000284,               0.000284
                    133,                 2.1296,                 2.2666,                 1.8031,                0.19446,                0.17867,                0.09844,                0.03415,                  2.492,                 2.7299,                  2.262,              0.0002708,              0.0002708,              0.0002708
                    134,                 2.0737,                  2.271,                 1.7823,                 0.1878,                0.17695,                0.09886,                0.03513,                 2.4571,                 2.7146,                  2.251,              0.0002576,              0.0002576,              0.0002576
                    135,                  2.114,                  2.258,                  1.787,                0.19618,                0.17752,                0.10143,                0.03521,                  2.473,                 2.7239,                 2.2586,              0.0002444,              0.0002444,              0.0002444
                    136,                 2.1199,                 2.2835,                 1.8077,                0.18957,                0.17522,                0.09965,                0.03509,                 2.4613,                 2.7189,                 2.2487,              0.0002312,              0.0002312,              0.0002312
                    137,                 2.0728,                 2.2295,                 1.7818,                0.19114,                0.17983,                 0.0971,                0.03469,                 2.4618,                 2.7224,                 2.2429,               0.000218,               0.000218,               0.000218
                    138,                  2.102,                 2.2464,                 1.7782,                0.19134,                0.17118,                0.09628,                0.03464,                 2.4652,                 2.7302,                 2.2453,              0.0002048,              0.0002048,              0.0002048
                    139,                 2.0964,                 2.2462,                 1.7825,                0.18866,                0.16445,                0.09849,                0.03486,                  2.458,                  2.719,                 2.2395,              0.0001916,              0.0001916,              0.0001916
                    140,                 2.0907,                 2.2338,                 1.7861,                0.18411,                0.17406,                0.09664,                0.03344,                 2.4664,                 2.7294,                 2.2429,              0.0001784,              0.0001784,              0.0001784
                    141,                  2.088,                 2.3203,                 1.8455,                0.20027,                0.16369,                0.10262,                0.03684,                 2.4464,                 2.7098,                 2.2454,              0.0001652,              0.0001652,              0.0001652
                    142,                 2.0401,                 2.2819,                  1.828,                0.19221,                0.15965,                0.10351,                0.03702,                 2.4643,                 2.7024,                  2.242,               0.000152,               0.000152,               0.000152
                    143,                 2.0326,                 2.2453,                 1.8123,                0.19115,                 0.1704,                0.10538,                 0.0378,                 2.4596,                 2.7063,                 2.2292,              0.0001388,              0.0001388,              0.0001388
                    144,                 2.0056,                 2.2212,                 1.8166,                0.19701,                0.17752,                0.10694,                0.03987,                  2.443,                 2.7002,                 2.2284,              0.0001256,              0.0001256,              0.0001256
                    145,                   2.01,                 2.2169,                 1.8104,                0.20384,                0.17637,                0.10748,                0.03932,                 2.4454,                  2.706,                  2.226,              0.0001124,              0.0001124,              0.0001124
                    146,                 1.9842,                 2.1867,                 1.8017,                0.19818,                0.17983,                0.10711,                0.03927,                 2.4362,                 2.6984,                 2.2247,               9.92e-05,               9.92e-05,               9.92e-05
                    147,                  1.965,                 2.1747,                 1.7753,                0.21003,                0.18501,                0.11322,                0.04111,                 2.4327,                 2.6816,                 2.2225,                8.6e-05,                8.6e-05,                8.6e-05
                    148,                 1.9766,                 2.1947,                 1.7902,                0.20752,                 0.1804,                0.11447,                0.04155,                 2.4356,                 2.6824,                 2.2254,               7.28e-05,               7.28e-05,               7.28e-05
                    149,                 1.9687,                 2.1404,                 1.7663,                0.20664,                0.19251,                0.11343,                0.04177,                 2.4382,                 2.6899,                 2.2281,               5.96e-05,               5.96e-05,               5.96e-05
                    150,                 1.9753,                 2.1607,                 1.7874,                0.21216,                0.18617,                0.11596,                0.04248,                 2.4404,                 2.6924,                 2.2308,               4.64e-05,               4.64e-05,               4.64e-05
